content,sentiment
resep w da alus ❤️,positif
Ok ❤️,positif
"Sistem nya moonton kurang bagus selalu ketemu dark sistem,lawan gak sebanding dengan rank kita(lawan lebih tinggi),selalu stuck bintang di epic 3,tolong dong dibenerin jangan rusak kaya gini,jadi biar player MLBB jadi gak bosen dengan sistem yang bagus,tapi ini apa masa selalu ketemu lawan yang gak seimbang jadi aku akui game rusak ini,mohon diperbaiki lagi ,biar pada betah player""MLBB kalau game MLBB mau tetap bersinar Sekian dan terimakasih",negatif
"Akhir""ini jaringan nya lag mulu.pdhl sinyal bagus. 👎",negatif
Game  bego mending honor,positif
maantap,positif
Moonton saya user Aurora tapi ga pernah dapet skin nya 😩 Semua nya udah bagus kok cuma saya mau dapet skin Aurora dapet dari event kek 👍,positif
"ssaya kasih bintang 1 karna game NY sangat membodohkan,gk pernah di kasih Tim yg bagus",negatif
we monton kurangi lah drak system nya,negatif
Game nyaa bagusss bangett,positif
"Game nya bagus ,dan saya suka game ini, itu saja yang saya mau berikan dan saya kasih bintang 5",positif
Keren 😃,positif
Monton tolong lah jangan kasih tim yg bodoh gua cuma pemain solo player pingin ngerasain mitic masa dikasih ngestac di epic padahal gua aja maen jarang masih dikasih dar sistem monton punya dendam ama gua kah sampek dikasih tim tolol 😡,negatif
"Sejauh ini, ml bb sangat baik menurut saya 👍",positif
Hjvin,negatif
game sampah tai,negatif
Game nya jelek kasih dark sistem terus gw gak game moonton tolol,negatif
Game nya sangat ramahh :),positif
Kasih win streak min biar makin seru mainya,positif
Ini entah sinyal ku yang bermasalahh atau sistemnya tapi setiap gua main tu lag terus tapi giliran buat buka apk yang lain lancar aja gitu jadi tolonglah diperbaiki karna saya sudah bosan setiap main pasti keganggu jaringan,negatif
kalo ngasih tim kasih yang bener Kunyuk jangan disatuin sama babi 👎,negatif
Patent mlbb,positif
Guah kasih bintang 3 karena guah kalah terus dapet temen drak sis tem terus mussuh nya pro ke dah main satu abad klok gini meding main gem honor of king,negatif
Ngasih musuh yang ngotak moonton kena lock terus ls terus ml game gaje jing sampe frustasi w main ml stres gara2 maen ni game,negatif
Game burik system match ga jlas,positif
War yyg seru,positif
game gajelas,negatif
Oke ❤️,positif
Bagus 🎉,positif
pplis kasih saya dm geratis 10000DM AJA JANGAN BANYAK BANYAK 🤧,positif
BBagus,positif
Suumpah nih game udah rusak tolol,negatif
👜BAAGUS👍😍😊 🔫💥,positif
Gamee yg bagus,positif
moonton ajg kntl serius lah kalok ngasi tim,negatif
Baagusss,positif
seru aku suka game ml,positif
Anjay 🔥,positif
Ini game seru banget sampe ketagihan 🔥,positif
"Banyakin dark sistem nya lagi, biar puas hidup lu anj, gamme apa isinya dark sistem semua, mending pindah ke HOK lbih bagus, game gk jelas, yakali di kasi musuh yg rank lebih tinggi, klo mau game lu bagus di perbaiki dark sistem dulu, game tolol",negatif
kenapa di kasih tim gak sesuai gw mythic dikasih legend,negatif
Mendapat  kan tim yang bot,negatif
Kalo gk di kasih dark sistem di kkasih 5,positif
"tolong dong ini saya main orang orang pada dongo banget,gua juga batas sabar. bahkan pro player nga sanggup main sama orang orang dongo itu",negatif
meemeg,positif
Lag parrah,positif
Game nya bagus tapi masih ada kekurangan yaitu di bagian mact mactking 😃,positif
Mantap,positif
Gamee babi,negatif
dikasih teaam dark sistem,negatif
Terrima kasih untuk monton udah di beri menang terus,positif
game apaan ni,negatif
Tingkatkan mantap 🎉,positif
Saya senang sekali bermainn di mlbb,positif
Gamenya GK seru suka ngasih tim dark system bagusan pindah ke game sebelah 😡,negatif
BBgus,positif
lumayan,positif
Please monton kasi aku tim mitic aja sekali dapat timm tolol semua cok😭😭😭😭😭,negatif
Sangat menghibur.,positif
Kereen,negatif
Nambah bagus,positif
NNike,positif
Selalu (top) 🔥,positif
Sekali kali skin Collector gratis min🥰🥰,positif
Min lu gimana sih gua di kasih team trol mlu anyk nyusahin emang dark dari lu nih min uinstal ajalah,negatif
Game yang bagus buat nambah sstress,positif
Game burik system match ga jlas,positif
game ppq rank klah mc klah glrn pke kmnder a mllh smua a glirsn b smua b dsar tlol,negatif
Ini ggame sangat bagus Dan bisa menyenangkan,positif
timnya tolong di perbaiki kasih yg setara dong lelah saya main di troll terusss 👍,positif
"Game gak jelas bener turnamen nya asik tp game nya kek sampah, update patch berulang kali tp matchmaking tim nya sampah banget, main solo aja kek tekanan banget tim gak jls ga bisa main semua, trs tim musuhnya malah enak semua gak adil banget. Saran benerin matchmaking nya, player bocil sama ga bisa main ga usah di satuin sama player yg niat buat main menang",negatif
Sistem draft pick rrusak,positif
muaantap,positif
Thebestt🥰,positif
Lumayan,positif
Sekarang besar amat ya... Memakan 3Giga ukurannya... Bye Mobile legends 👎,negatif
Kasi event gratis lagi,positif
Seru 🔥,positif
game cacat kebanyakan  anak yatim dari pada orang normal dark sistem isinya kntl cape gw losetreak perbaiki pembagian timnya asw,negatif
"Game stresss dark sistem semua anying mana kaga bisa ganti akun, aniv ke 8 memang rusak sih 💔",negatif
Game nya bagus,positif
oooo ayolah mikir kau tuh montoon woy gw kalah terus dapat tim bocah 👎,negatif
Jelek sllu leg setiap maen game jaringan jelek..dapet tim sllu jelek,negatif
Apalah tim bot musuh hebat hadeh... 🥱🥱,negatif
Game fuul ls,negatif
GGood,positif
Game nya jelek kasih dark sistem teerus gw gak game moonton tolol,negatif
"Game ampas, rugi top up cuma ngabisin uang, developmer babi, bagusin dikit match mu itu tolol",negatif
Tek lah mL suka ngelak sinyal hilang 😭,negatif
"Ml bagus, tapi tidak dengan tim ku, tim bot bot, lawan jago, habis seson d troll hadehh di hok gakk ada kaya gitu",negatif
Tolong kalau main solo kasih kawan mabar itu yg setara jangan kasih kawan visi dan banyak drak sistem,negatif
"bagus sih akhir² ini suka bagi² skin sama banyak event, gua harap bisa trus begini ml wk",positif
keren,positif
keren,positif
Kereen,positif
Monton babi anjg 😭,negatif
Game tolol ga adil ngentod ngentod bikin gila aja  game nya,negatif
dapat tim ga jelas Mulu cok kau yang betul lah kasih tim monton mmk,negatif
Respon CS kurang bisa diandalkan,positif
Bagus 🔥,positif
sangat baik dan karya 😡,negatif
Game penghilang stres,positif
Game ya seru dan banyak Hero nya,positif
Best bgt 😃,positif
Memang bagus game nya dulu bisa di mainin tapi sekarang gakk bisa gak tau kenapa 😡,negatif
"Baguss sekali game ini, untuk melatih mentaal😆😆",positif
𝘎𝘦𝘮 𝘺𝘢𝘯𝘨 𝘴𝘢𝘯𝘨𝘢𝘵 𝘣𝘢𝘨𝘶𝘴,positif
Game apaan cuman mancing emosi hahahah jangan mainkan ya untuk yang stres ya gw tadi lose sterek 14 kali dalam sehari hahaha itu cuman dark sistem mending jangan mainin mancing emosi dimarahin emak baru tau rasa cuman maksa kegw karena gw menghina vih gw bukan menghina tapi peringatan yang gampang emosi mending hapus dari pada jadi stres,negatif
𝐆𝐚𝐦𝐞 𝐢𝐧𝐢 𝐦𝐨𝐧𝐲𝐞𝐭 𝐛𝐚𝐧𝐠𝐞𝐭 𝐠𝐰 𝐝𝐢 𝐤𝐚𝐬𝐢𝐡 𝐭𝐢𝐦 𝐥𝐨𝐥𝐨𝐬 𝐦𝐮𝐥𝐮 𝐣𝐚𝐧𝐠𝐚𝐧 𝐝𝐨𝐧𝐥𝐨𝐚𝐝 𝐠𝐚𝐦𝐞 𝐢𝐧𝐢 𝐲𝐚 𝐣𝐚𝐧𝐠𝐚𝐧 𝐲𝐚 𝐝𝐞𝐤 𝐲𝐚 😡,negatif
Klo jaringan nya masih belum bagus gue ganti ke game honor of king deh.......ya Allah sinyal nya gue tunggu nanti kaalo ga lancar lancar gue pindah game deh,negatif
Mengissi waktu kosong,positif
Seru banyak event skin gratis dan diamon 🔥,positif
Kurang kurangin sistem hitamnya moontod 😃,positif
Disini saya bisa bermain bersama teman saya dan masih banyak skin hero gratis 🎉,positif
baik sekali,positif
bolelah,positif
setiap mau menang sinyal langsung lag sampai apk blank hitam sendiri setelah menulis laporan di kolom chat aneh. jaringan ko di atur atur apk pembodohan. jangan kasih rating tinggi kawan bodoh banget yg ngasih rating 5,negatif
Keren,positif
Monton plis kassih hero lancelot plisssy,positif
Koke 😃,positif
Lag parah saaat match making ...woy moonton,negatif
Pliszz Seru Bnggett💓💐 Ayoo Dowlod Mobile Legends Bang bang Nanti Ketagihann Buruann Dowlodd!!😸💪,positif
Akun gue ilang cook yang mikee jeker 1876 😭😭😭,positif
Sayaa sangatt Sukak apa lagii bermain sama teman teman 😃,positif
"Tolong la, saya kalau rank dpt tim gak guna, tolong di baca, kenapa dapat tim bodo, gak adil montoon",negatif
Mayar boss 😃,positif
Lumayan,positif
Seru,positif
Reset sisen gasih tim gak gotak lol tim di kasi epik abadi Mulu tim musuh di kasi mantan imo,negatif
Aku males,negatif
Okk lh,positif
bagus semoga lebih berkembang 🎉,positif
😘,positif
"udah dari smp maen game ini sekarang udah umur 21,gapernah bosen🤣🤣🤣 👍",positif
"Moonton ini jaringan nya di fix lah jaringan ijo masa ngelag, Moonton jangan Hero doang dong  yang di perbanyak jaringan in game nya juga harus di perbaiki",negatif
game k0n,negatif
Bagus,positif
kenapa kok crash terus gini? tidak menanggapi berulang-ulang,negatif
bisa kah diperkecil lagi penyimpanan nya kasian hp² kentang pada ngelag 😭,negatif
Ytta ssama sistemnya,negatif
game ppq rank klah mc klah glrn pke kmnder a mlh smua a glirsn b smua b dsar tlol 😡,negatif
Bagus saya main dr 2018,negatif
Game ini aku selalu di kasih dark sistem aku sampai kembali ke epik 5 padahal aku dulu nya epik 3,negatif
Permainan top markotop 👍,positif
gamee sangaar,positif
Game ML sekarang tambah berat dan banyak bocil² yg berbicara kasar mohon di baca min ini udah parah 😃,positif
dapat tim ga jelas Mulu cokk kau yang betul lah kasih tim monton mmk,negatif
Game ini sangat seru dan menarik yang lebih menantang sekali 🎉,positif
Gemm ajng gem tolol,negatif
pplease,positif
monton ngasih tim yang ga seimbang ngasih drak sistem Mulu padahal 1 bintang lagi legend malah ketemu player yang cuman bisa mage 😡,negatif
Match making sampah Nemu aja afk setiap solo kalau gak afk ya selalu buta saat war berlangsung 😤,negatif
manttap,positif
Mantap banget 🔥,positif
Game rramah bnyk bucin tolol kontl,positif
Woy tolong lah yang pake Chet Bane terus hapus akkun nya ya yang maen jadi ke ganggu KLO ada orang pke chet,positif
Banyakiin skin gratis,positif
4 tahun main ini gak pernah bosen,positif
Baagus,positif
sangat menarik 🔥,positif
"Woy muntun kalo kasih musuh yang ngotak, gw main classic aja ngak dibiarin tenang malah dikasih musuh mantan mythic 3 gw cuman 1 lebih bagusan hok",negatif
"Pls jangan kasih tim dark sistem kalo kayak gini mending gw main honor of king bisa kasih tim yang bener gk? ada lagi gw kill dah banyak knp dikasih coklat? lol bisa buat game GK gw di kasih coklat terus ,masih bagusan hok tingkatin sistem rank nya monton monton² baru aja main gw kil 8 tapi knp gw coklat gw mati 6 lol sama assist 17",negatif
Bgs Mantap 🎉,positif
Keren bgt game nya 😃,positif
setelah ganti season sinyal ku bagus kok jadi patah patah yah....,positif
Keren 😃,positif
MMantap,positif
Ngasi mmisi scam,negatif
Lu kasih tim yang adil anjiiiiiiinh mooonton tellacomu,negatif
serru,positif
Bagus bgt👍💯💯,positif
Geme ini bagus banget dan ada hero baru suuyou,positif
"Match making selalu tak seimbang, tim sendiri tolol tim musuhnya malah jago 😡",negatif
Jelas,positif
Awalnya saya gak suka saya juga player lama di mobile legend ini jadi saya berhenti main tapi setelah banyak update an baru di game ini jadi saya suka deh dan banyak Hero baru oke sekian darii saya terima kasih,positif
so far so good,positif
Bagus Bagus Bagus bangetttt👍👍👍 😃,positif
Permainan ygg bagus,positif
"hilangkan ddark sistem, capek main hanya untuk kalah kalo ada dark sistem di tim sendiri",negatif
"Bagus,sih plus event gk ngotak pokoknya best sih",positif
game bagus,positif
"Kebiasaan kalo udah update 3hari main pasti lag mulu ah,,",positif
Nicee,positif
wee monton kurangi lah drak system nya,negatif
Banyak dari sistem biasanya habis menang langsuung kalah gak bisa naik rank,negatif
Lu klo ngasiih tim/musuh yg ngotak moonton draksistem lu,negatif
mantab,positif
Banyakk bocil,positif
Game nya bagus saya hamppir bunuh diri,positif
makin banyak dark system 😤,negatif
"Game nya sngat baik baik realistis,, tapi kalo jaringan kuning tiba tiba gak bisa gerak🙏🙏🙏 🎉",positif
Bagua,positif
Game keren,positif
Lain kali kalo ngasih tim itu yang becus ini untuk sementara kasih rating 1 👎,negatif
Sangat Kren permainan nya cukup menarik,positif
Mantap 🎉,positif
Mantap 😃,positif
💯 🔥,positif
Sering2  give away skin epik papih moonton,positif
Good job 🎉,positif
game nya bagus 🔥,positif
Woi monton tolong lah aku mau mitik honor tapi malah turun dapat tim yang jelek tolong ya di benerin tolol Ga di main,negatif
Lumayan update an nya 🔥,positif
"GAME INI HARUS DI BOIKOT SUDAH BANYAK KORBANNYA,, SYSTEMNYA SEPERTI JUDI ONLINE TERLALU BANYAK KALAH NYA.. SEMOGA ADA YG MEMBUAT REVIEW GAME INI SUPAYA DI BOIKOT.. SAYA AKAN SUPORT",negatif
baik sekali,positif
sangat bagus ❤️,positif
Mantaap,negatif
Bagus ❤️,positif
game biikin stres,negatif
Suka banget sama mobile legends😍😍,positif
Aplikasi jelek 💔,negatif
Ga jelas ngasih tim setiap mau legend kalah trus monnton sampah 👎,negatif
bagus 😤,negatif
Sanggat bagusss,positif
gacoorrr,positif
Puas banyak dark syistem,positif
kalo ngasih tim kasih yang bener Kunyuk jangan disatuin samaa babi,negatif
Buat yang main mobile legends lebih baik kita main epep aja mobile legends itu membuat kita stres yang paling stres itu mobile legends nya curang dan pelit,negatif
Banyak skin gratis 😌,positif
grafik game nya sangat bagussss,positif
Main lawannya selalu dikasi yang keras giliran kawannya selalu dark sistem game apa ini gk usah di download ngabisin waktu buat push rank malah lose streak dapat kawan yang gk bener 😭,negatif
"Matchmaking tidak seimbang, Solo selalu dapat Tim yang Noob sedangkan lawan Pro player,harus nya Moonton naikan yg blm mytic dan yyg sdh prnh ke mytiy di bikin Susah kembali ke mytic. @Moonton_adalah_Hok.",negatif
Baggus seru,positif
ngasih tim nya gak bener cape cape orang main di kasih tim yang bapuk,negatif
enough monton give me vvictory,positif
"Benerin sarver mu jangan update mulu gw main ngelag mulu sinyal nya,gw main game lain ga ngelag gw main game HOK ga ngelag tuh,benerin sarver lu jangan update event Mulu",negatif
"Monton monton lu kasih dark sistem Mulu ke gua,EMG se GG itu ya gua🤣 👎",negatif
Bguus,positif
Semuanya bagus tapi moonton kurangi para dark system kasih tim yang lumayan bagus 🔥,positif
Lumayan bwat skrng tp klw bisa yg terputus dri server itu jangan langsung kena hukuman donk,positif
terima kasih moonton telat memberikan skin epik gratis saya sebagai player sangat suka dg event tersebut.,positif
Yah begitullah.,negatif
Cape gw monton cape gw mainin game lu main dikasih lose streak terus sekali menang dikasih 3x lose streak capek gw mau pensi tapi udah top up banyak dan lu monton lu udah termasuk kena dosa jariyah dan harusnya game ini diban,negatif
"Siinyal bagis tapi pas buka ml jadi jelek, aneh",negatif
Gamenya kurang responsif 👍,positif
ggood,positif
Baggus,positif
Banyak buang wakktu,negatif
mayan minus macm matching ny g adil 👍,positif
Karena bikin stresss 😭,negatif
"pemilihan tim gajelas, org baru main yg di pilih sedangkan musuh udh sekelas player esport hdehh montoon moontoon aneh",negatif
"sebelum update server jaringan msh oke oke aja nah pas udh update server jaringan ngelag trus padahal wifi gw lancar"" aja",negatif
Baggus,positif
tim sama lawan nya g jls tim nya anak haram semua musuh nya selalu jago tapi tim nya main kaya pler match making nya g jls kaya game nya,negatif
Drak sistem anjggg,negatif
Banyak dari sistem 🔥,positif
Game ini sangat seru,positif
Tollol ajg geme drak sistem,negatif
mennyenang kan,positif
goood,positif
myan bgus,positif
Asu lah muntun klo kasi tim gprnah seimbang mati lu muntun gw sebel bet Ama draft lu klo gw rank  honor dikasi musuh imortal Bintan 5000 gmn mau menang tolollllll!! Pea,negatif
Ntap 🎉,positif
Gemnya bagus banngat,negatif
Game Kiikir isinya Cuma Drak sistem mulu,negatif
Kerren,positif
Tolong benerin tu sinyal ping ijo ngelag mulu 👎,negatif
Ga jelas ngasih tim setiap mau legend kalah  trus monnton sampah,negatif
Terima kasih atas hadiah nya MLBB dan untuk semuanya udah bagus dan terimakasih sekali lagi untuk hadianya 😁😁😁dan satu lagi gem yang mene mani masa kecil ku tapi beri musuh yang setara dengan player yang pro lawan yang pro yang noob / derak sistem Terima kasih,positif
"moonton gimana sih, season skrng ga kaya yg dlu gampang naik bintang skrng naik turun naik turun... performance main pdhl udh bagus knp masih aja yg menang lawan susah bgt naikin bintang 👎",negatif
game nya kek pepek dikassih win cuma 1/2 di kasih los sampe 10/20 mending pindah ke hok,negatif
GAME INI KEREN!,positif
Game terbodoh abad ini masak sinyal bagus hijau ga bisa gerak banyak bug  game kikir game kikir,negatif
game paling hd,positif
"Untuk patch ini lancar jika hanya mendownload skin yg di milki, dan settingan medium fps 60.",positif
Blaklist nik name (bawik) dark sistem parah 😡,negatif
"kalo bikin game liat kualitas hp orang, kalo orang hp nya ga kuat ngotak dikit tolol 👎",negatif
game yg tidak perlu di mainkan tidak ada gunanya ada game seperti ini karna saya dan kwn saya mengalami lostreak berlebihan mohon di kurangi dark sistem/bocil yg mengangu permainan saya paham!. 👎,negatif
keren,positif
"Game nya bagus cuma credit score nya cepet abis/cepet sedikit,walaupun saya gak afk... jadi mainnya agak terganggu...tolong di perbaiki ya moonton 😤",negatif
"Oi monnton minimal yang wajar lah ngasih team,team banyak yang tolol nuntun,capek gw muntun kena daek sistem Mulu,dah tau gini gw ga main ml lagi dah kalo kena daek sistem Mulu,capek tun muntun naik turun naik turun,kalau ngasih team yang wajar lah jangan kasih team yang tolol dan bego,dan juga penyimpanan nya tolong dikurangin soalnya buat hp kentang yang ngelag ngelag atau patah patah biar lumayan gak patah patah dan minimal ml full data cuma 2gb doang jangan sampai 5gb dah terimahkasih",positif
Good  game,positif
Oke ❤️,positif
Sangat bagus tolong di hp saya reddmi 9a dilancarkan,positif
Dahlah gua udh download tapi game nya rusak banget lag lag lag itu ajja yang ada udh moonton skin jangan ditambahin yang di fiks lagnya kalo gak paham udh gua gak mau main game elu lagi dasar bodoh,negatif
Game ramah 😃,positif
"makin gk jelas match macking nya... menang 1x langsung di kasi tim ampas trs, percuma mvp klo kalah..!!!",positif
Game rusak ngelag terus,positif
Good,positif
game yg ramah ☺️☺️,positif
Luaar biasanya,positif
Game haram gue dikasih coklat/perak hadeh mumet wes 👎,negatif
Hari minggu jangan main game ini ya orang tolol banyak yg tampil,positif
"game yang cukup hebat, kurang di matchmaking aja lain kali diperbaiki temuin tim yang setara jangan yang tim nya epic abadi ditemuin yang mantan imo 👍",positif
Bagus,positif
TERLALU BANYAK EVENT. TOMBOL MERAH INI ITU. BOSEN BANG,positif
awal sisen bikin mmenyala,positif
"Match making selalu tak seimbang, tim sendiri tolol tim musuhnya malah jago",negatif
goood,positif
Tolong perbaikan jaaringan,positif
Egk enak nie geme byk mkn data kurang drak sistem informasi 👍,positif
lumayan bagus tapi dark ssistem selalu ada😅,positif
Kurang  kurangi dark sistem,positif
Terima kaasih monton kasih ws,positif
MLBBB TOP,positif
good game,positif
Lumayan,positif
game nya bagus grafiknya Oke pokonya mobile legends topp dehh,positif
Gw udah IMO 137 bang skin gw 763 ada yang mau Maabar gak ?,positif
Banyak event gratis thanks monton 👍,positif
"sering dapat tim dark system apallagi habis pergantian season, musuh selalu dapat rank asli nya sendiri, sedangkan di tim sendiri dapat emang rank bawahan bahkan baru naik epic",negatif
Jadikan game ini sebagai bintang😍🥰😘😘😘😚😚😙😍🤩🥳🥳🥳🥳🥳🥳🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😹😹😹 👍,positif
Losssss,positif
Game apa coba kalo gak ikhlas ngasi bintang jangan di kasila moonton percuma kau kasi 2 kali menang ujung² kau ambil lagi bintangnya kau ngambil bintangnya itu bukan 2 tapi 4 percuma main ujung kala terus bikin darah tinggi ni game main di kasih dark sistem Mulu Hade Game gak jelas gak cocok buat orang yang gampang marah² kalo kalian main ini terus marah ngomong² sendiri dikira gila. Kalian. Sama orang trus kalo kita marah² hp kita yang jadi korban 😤,negatif
Sngat bermanfaat bngt untuk ber kerja sma dengan tim itu seru,positif
Mantaopp,positif
Gem tolol ngasi musuh yang benar,negatif
Aku suka,positif
Tolong hilangkan darksystem 👍,positif
"Jelek, bikin persahabaatan hancur",negatif
Kerenn,positif
grafik game nya sangat bagussss,positif
Sangat bagus 👍,positif
Baik 😃,positif
Done,positif
"Saya bermain awal season, rank  saya legend bermain solo tetapi malah se tim sama epic",negatif
game rrusak isinya dark sisitem semua mending main ff,negatif
Banyak skin epic gratis bagus ssekali,positif
"Update katanya login makin cepet ya... Iya sih, tapi draft pick makin rusak.. Ancur.. Padahal draft pick jauh lebih penting daripada loading.. Biarin lah loading mau 1 menit kek asal draft pick lancar.. Banyak kejadian player baru spawn di menit 3.. Gatau kenapa detik 15 lag parah dahtu yang laen udah welcome gw bru loading.. Ya ga di semua perangkat sih.. Mungkin ram 4 kebawah, tapi sebelum update hp gw lancar aja main ml.. Percuma loading makin cepet gameplay ancur.. Mending main AOV sama HOK. 💔",negatif
Kasih team dark sistem mulu 😭,negatif
ムーントンは猫を持った犬のようなものです、願わくばあなたの崇拝行為が創造主に受け入れられますように、アーミーン🤲,negatif
Game tolol kek kntl masa gw di kasih darksistem baru aja menang 1kalah berkali kali tololl mending main hok gw asli tolol game lu masa gw di kasih tim stuck rank legend sama epic tolol lu benerin dulu match lu tolol 👎,negatif
gausah mainn game kaya gini lagi moonton tidak adil tim kita feeder semua tim lawan kaya onic sumpah moonton tidak adil sekali apa lagi kalo ketemu dark system bikin membuat kerugian kepada org lain 🙏🙏,negatif
setelah mengalaami LS 12x di rank honor game ini semakin menyenangkan,positif
good,positif
Mntap!!!,positif
ANEH? 😤,negatif
"Bikin versi lite donk,mau download data yang penting aja susah",negatif
Tolong perbaikan jaringan,positif
bagos 🎉,positif
Males kali dapet tim darksistem moonton kasih lah tim yang enak 💔,negatif
Sistem matchmaking hancuuuurr,negatif
Pertemuan lawan saat main rnk kurang sesuai 😡,negatif
tolong di benerin ya mooton gw ud hampir udh malah ulang lagiiii 😭,negatif
"Gamenya bagus, hheronya yang paling ku suka adalah dyrot",positif
Game  bagus biasa offline,positif
Nice 👍,positif
Mantap 🔥,positif
Gamee babi,negatif
Gud 🔥,positif
Game yang ssangat seru sekali,positif
selagi rank win terus kenak hack di kasih tim bot.dan jaringan leg,negatif
mantap 🎉,positif
Semakin jelek dan makin lag serta banyak hacker jg mls bgt 💔,negatif
Mantapppppp savvege viktoryyyy,positif
Mantaap Biisa mengisi waktu luang Buat game ini ...,positif
monton gmna ini misi calback gw udh 91% gk bisa smpai ke 100% penyebab ny batas tercapai lu niat ngasih skin gk seh,negatif
"Monton monton lu kasih dark sistem Mulu ke gua,EMG se GG itu ya gua🤣 😡",negatif
Mantap,positif
Sangat bagus,positif
Game apalah🗿,positif
Mantap,positif
Monnton celeng oii Ojo di kek i epic prib suu Game celeng jaringan ijo mlaku ne Ng tempat asuu 👎,negatif
Banyak event gratis thanks monton,positif
"1 dari gw Ga ush bikin ml ad di server indo klo server China aja lebih bagus dari ini dan maching nya seimbang, ga KKya gini ga seimbang ad lah yg rank nya di bwa kita tapi SE tim kn itu nmanya developer TOLOL",negatif
GAME PALING IDIOT YANG PPERNAH GW MAININ,negatif
"Sistem matching lu benerin Monton orang saya main solo rank kenapa harus ketemu duo,trio yang ngetroling jadi lebih seimbang jika solo bertemu solo player",negatif
"This game is not good, for example if we are in epic Reng we meet global top 1 and mythical Reng I hope monton Fix this game so it's not difficult to give opponents and I hope Moskof gets a big buff 😡",negatif
"Game seru , tapi susah di epik",negatif
Bagus,positif
game ramah ❤️,positif
beri tim yang gg,negatif
Banyak dark sistem nya 😡,negatif
Ini game gak adill!!. Masa aku main terus tapi tim ku selalu dari system sedang kan musuh op-op 💔,negatif
Game nya bagus.tapi isinya dark system semua ❤️,positif
Sangat bagus 🔥,positif
Game nya sangat seru tapi kadang kadang suka lag mohon di benerin sama bantu nyelesain event nya hhehehe sekian Terima kassih,positif
Sangat bagus enak di mainkan 🔥,positif
Game yg terlalu banyak afk n ccd ampas sistem busuk.. Gamme ampas...,negatif
Maantap,positif
Suka banget sama mobile legends😍😍,positif
Sistem mmatch matching terlalu ampas,negatif
bagus,positif
Good,positif
"Kasi gua tim yg benar woi, moonton apalah ndk jelas ketemu tiim dark system",negatif
"Gamenya bagus, saya gak bosen² main gami ini",positif
"Gamee anj bikin naik darah musuh nya jago teman nya pokee, kalo udah win truss losee sama musuh yg jago jago , game nnya dajjal nonton kebanyakan nonton bokep",negatif
"Buat masalah tim masih mending HONOR OF KINS, ML buat pemilihan tim nya busuk bngt",negatif
Selalu (top),positif
Wooooow,positif
Bagus 🔥,positif
Monton kenapa kalah mulu sih kalah melulu 😤,negatif
manaatb,positif
kenapa di tengah permainan sllu ngelag parah dan sllu begitu tolong benerin dong supaya gk banyak yang kecewa,negatif
Rasa ngeleg,negatif
"Game nya seru banget saya yang badmood jadi tertolong gara gara main game ini, apalagi kalau lagi gabut ,aku juga jadinya punya temen DLL. Di dalam gamenya pokok nya seru deh yang belum download segera download ya oh iya saya lupa dan ada juga yang skilnya bagus segera di coba ya bye sekian dari saya salam toleransi 🙏🙏tapi sayang nya klo di hp yang ini aga loading klo di hp yang satu nya mah gak sih tapi bagus kok pokok nya makasih ya buat game nya apalagi sama yang buat game nya thanks",positif
Wouii Moontton lo itu buat game apa buat Emosi sih gue WS 5 kali dibales 6 LS lo itu bisa mikir,negatif
game yg tidak perlu di mainkan tidak ada gunanya ada game seperti ini karna saya dan kwn saya mengalami lostreak berlebihan mohon di kurangi dark sistem/bocil yg mengangu permainan saya paham!.,negatif
top,positif
Game ini adalah game yg sangat cocok untukk d main kan,positif
👍👍👍👍👍👍👍👍game ini sangat seru,positif
MMagic chees kurang beres kalo update pebaiki dulu,negatif
Moonton anjg banyak drak sistem babi kau,negatif
Keeren,negatif
Keren 🔥,positif
"Pas rank epic dikasih Tim Kek Ee, Apaan coba 3 mm 2 hyper , BINTANG SATUU!!! 😡",negatif
Sangat bagus syekalii,positif
Kalo mau ngeluarin akun orang dari akun perangkat game saya gimana y,positif
Nice 😃,positif
Mayan skin gratis,positif
game udah bagus tapi tolong kalo main rank kasih tim yang waras lah muntun cappek ls teros😠,positif
"Personall bat tim dark sistem, ketemu lawan sekelas lutpi",positif
Game apaan ini saya main 10 kali cuma di kasih menang 1 kali. Kalo mau kasih drak sistem banyakin lagi biar pada pindah ke hok montonnnnnnnnnn!!!!!!!!!!!!!!,negatif
Dark sistem gw dapet tim jelek Mulu 😡,negatif
MMantapp,positif
Ini game gak adill!!. Masa aku main terus tapi tim ku selalu dari system sedang kan musuh op-op,negatif
gaame yang bagus,positif
Game terbaik di dunia 🔥,positif
GGood,positif
Gw suka gamenya,positif
jangan berharap ml jadi game yg fairplay..ml juga jgn berharap dapet komen yg bagus karna curangnya yg udah kelewatan.. 💔,negatif
bisa kah diperkecil lagi penyimpanan nya kasian hp² kentang pada ngelag,negatif
Kalo kasih musuh yg seimbang lah 😃,positif
mobile legends memang keren.,positif
ini game dri dulu sampai sekarang masih memikat playernya tpi tolong sun dibuat skin epicnya pleas:) di buff jg brunonya xixiix 🔥,positif
Menghibur,positif
Seru game nya,positif
Menghibur banget,positif
Geme ini bagus banget dan ada hero  baru suyou,positif
Setelah afdet ram 2 ga bisa main hadeh¬_¬ 😭,negatif
"temen dark sistem,minimal kasih temen yg jago lah moonton gw hapus game lu su",negatif
Download HOK yuuk🥰,negatif
